exercise_id,exercise_name,target_muscle_group,difficulty_level,default_duration_seconds,default_rest_duration_seconds,calories_burned_per_minute,equipment_needed,exercise_category,instructions,safety_tips
205,Svend press,upper_body,1,20,10,5.0,equipment_other,strength,The Svend press is an exercise where the chest is targeted by performing presses while squeezing two weight plates together. It is usually performed for relatively high reps with light weights as an accessory movement to the bench press or as a burnout movement on chest day,
206,Bar Push-Up Smith Machine,upper_body,1,20,10,5.0,equipment_other,plyometrics,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel",
207,Barbell Bench Press-Wide Grip,upper_body,1,20,10,5.0,barbell,strength,"The wide-grip bench pressis a compound exercise targeting the chest, primarily. The main difference between this exercise and the standard bench press is that the hands are placed wider apart on the bar",
208,Shrug,upper_body,1,20,10,5.0,cable_machine,strength,"Stand facing low pulley and grasp cable bar with shoulder width or slightly wider overhand grip. Stand close to pulley. With arms straight, elevate shoulders as high as possible. Lower and repeat",
209,Shrug with Stirrups,upper_body,1,20,10,5.0,cable_machine,strength,"Stand between two low pulleys and grasp stirrups to each side. Stand upright with arms straight down to each side. With arms straight, elevate shoulders as high as possible. Lower and repeat",
210,Seated Shoulder External Rotation,upper_body,1,20,10,5.0,cable_machine,strength,Stand with side to elbow height cable pulley. Grasp stirrup attachment with far arm. Position elbow against side and forearm across belly. Pull cable attachment away from body as far as possible by externally rotating shoulder. Return and repeat. Turn around and continue with opposite arm,
211,Staggered-stance band shoulder press,upper_body,2,20,10,7.5,resistance_bands,strength,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press",
212,Incline cable chest press,upper_body,1,20,10,5.0,cable_machine,strength,"The incline cable chest press is a pressing movement that uses a cable stack and an incline bench to target the upper portion of the pectoral muscles, similar to an incline dumbbell press. It is common in upper-body and chest-focused muscle-building workouts, where it can be effective as a primary movement in classic hypertrophy rep ranges, as a pre-exhaust, or as a high-rep finisher. It is often used in combination with other presses or flyes to target the chest from different angles",
213,Smith machine bench press throw,upper_body,1,20,10,5.0,machine,strength,The Smith machine bench press throw is an exercise that helps develop pushing power that carries over to the traditional bench press. It involves pushing a relatively light weight (such as 30-50 percent of your 1RM) explosively and actually letting go at the top of the rep. It can work as power or speed-style training in a strength or athleticism-focused workout plan,
214,Reverse-grip incline dumbbell bench press,upper_body,1,20,10,5.0,,strength,"The reverse-grip incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Pressing with a reverse grip targets the upper chest in particular, especially when performed on an incline. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training",
215,Cable cross-over,upper_body,1,20,10,5.0,cable_machine,strength,"The cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Since it's done using adjustable pulleys, you can target different parts of your chest by setting the pulleys at different levels. It is common in upper-body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout or a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles",
216,Decline Smith Press,upper_body,1,20,10,5.0,machine,strength,"The Smith machine decline bench press is a machine-based exercise targeting the chest muscles, particularly the lower pectoral muscles. The Smith machine mimics a barbell but provides more stability. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body workout",
217,Smith Machine Decline Press,upper_body,1,20,10,5.0,machine,strength,"The Smith machine decline bench press is a machine-based exercise targeting the chest muscles, particularly the lower pectoral muscles. The Smith machine mimics a barbell but provides more stability. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body workout",
218,Kettlebell alternating floor press,upper_body,1,20,10,5.0,,strength,"The kettlebell alternating floor press limits the range of motion you would achieve with a dumbbell or kettlebell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift, overload the triceps, and work on strengthening the shoulder stabilizers",
219,Incline Shoulder Raise,upper_body,1,20,10,5.0,barbell,strength,Lie supine on incline bench. Dismount barbell from rack with shoulder width overhand grip. Position barbell over upper chest with elbows extended. Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat,
220,Standing Shoulder Internal Rotation,upper_body,1,20,10,5.0,cable_machine,strength,"Grasp suspension handles and position bent elbows to each sides of waist. Pull handles apart from each side, while keeping fixed elbow position and body and legs straight throughout movement. Raise forward so handles are to each side of body. Return back until handles come back together in front of body. Repeat",
221,Shoulder External Rotation,upper_body,1,20,10,5.0,machine_selectorized,strength,Place elbow on forearm pad and grasp handle with upper arm to side of body and forearm against body. Pull lever away from body. Return and repeat. Adjust lever to opposite side and repeat with other arm,
222,Shoulder Internal Rotation​​​​​​​,upper_body,1,20,10,5.0,machine_selectorized,strength,"Grasp suspension handles and position bent elbows to each sides of waist. Pull handles apart from each side, while keeping fixed elbow position and body and legs straight throughout movement. Raise forward so handles are to each side of body. Return back until handles come back together in front of body. Repeat",
223,Band-suspended kettlebell bench press,upper_body,2,20,10,7.5,resistance_bands,strength,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training",
224,Incline band bench press,upper_body,2,20,10,7.5,resistance_bands,strength,"The incline band bench press is variation of the incline press, a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training",
225,Band push-up,upper_body,2,20,10,7.5,resistance_bands,strength,"The band push-up is a progression of the popular bodyweight version of the exercise commonly used in military and tactical physical fitness tests. Adding the dynamic resistance of the band matches the strength curve of the push-up and helps build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core",
226,Band chest fly,upper_body,2,20,10,7.5,resistance_bands,strength,"Similar to the cable chest fly, the band chest fly is a single-joint movement that works the pectoral muscles. The fly is common in upper-body and chest-focused muscle-building workouts, and the band variation works well as a pre-exhaust at the beginning of a workout or a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles",
227,Front Pulldown,upper_body,1,20,10,5.0,machine_selectorized,strength,Grasp lever handles. Sit with thighs under supports. Pull down lever to upper chest. Return until arms and shoulders are fully extended. Repeat,
228,Underhand Pulldown,upper_body,1,20,10,5.0,cable_machine,strength,Grasp cable bar with underhand grip. Sit with thighs under supports. Pull down cable bar to upper chest until elbows are to sides. Return until arms and shoulders are fully extended. Repeat,
229,Pulldown: Parallel Grip Pulldown,upper_body,1,20,10,5.0,cable_machine,strength,Grasp cable bar with wide grip. Sit with thighs under supports. Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat,
230,Pulldown,upper_body,1,20,10,5.0,cable_machine,strength,Grasp cable bar with wide grip. Sit with thighs under supports. Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat,
231,Close Grip Pulldown,upper_body,1,20,10,5.0,cable_machine,strength,Grasp parallel cable attachment. Sit with thighs under supports. Pull down cable attachment to upper chest. Return until arms and shoulders are fully extended. Repeat,
232,Pullover,upper_body,1,20,10,5.0,barbell,strength,"Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent slightly. With elbows bent slightly, lower bar over and beyond head until shoulders are fully flexed or upper arms are approximately parallel to torso. Return and repeat",
233,Pullup/Chinup: Pull-up,upper_body,3,20,10,10.0,cable_machine,strength,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt. Step up and grasp bars with overhand wide grip. Lift legs off of steps or floor. Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat,
234,Pull-up (open-centered bar): Standing,upper_body,3,20,10,10.0,,strength,Step up and grasp bar with wide overhand grip. Step down onto assistance lever or platform. Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat,
235,Parallel Close Grip Pull-up,upper_body,3,20,10,10.0,,strength,Step up and grasp parallel grips. Kneel on padded platform and lower body down with arm extended. Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat,
236,Bent-over Pullover,upper_body,2,20,10,7.5,cable_machine,strength,"Face high pulley and grasp revolving cable attachment with arm slightly bent. Place one foot slightly back and bend over at hip until shoulder is fully flexed (upper arms at sides of head). With elbows fixed approximately 30°, pull cable attachment down until upper arms are to sides. Return attachment overhead. Repeat",
237,Pullup/Chinup,upper_body,3,20,10,10.0,cable_machine,strength,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor. Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat,
238,Pullup/Chinup: Chinup,upper_body,3,20,10,10.0,cable_machine,strength,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor. Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat,
239,Pullup/Chinup: Parallel Close Grip Pull-up,upper_body,3,20,10,10.0,cable_machine,strength,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp close grip p arallel bars with hands facing inward. Lift legs off of steps or floor. Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat,
240,Smith machine shoulder press,upper_body,2,20,10,7.5,machine,strength,"The Smith machine shoulder press is a machine-based exercise targeting the deltoid muscles. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a shoulder or upper-body focused workout",
241,UP Cable Face Pull,upper_body,2,20,10,7.5,cable_machine,strength,"The standing face pull is an isolation exercise primarily targeting the rear deltoids, traps, and upper back. It is most often performed with a rope attachment",
242,Single-arm cable lateral raise,upper_body,2,20,10,7.5,cable_machine,strength,"The single-arm cable lateral raise is an isolation exercise targeting the shoulders, specifically the medial deltoid. This movement also hits the traps and upper back and allows you to focus on each side independently. Because grip is a limitation, it is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout",
243,Cable seated row,upper_body,2,20,10,7.5,cable_machine,strength,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep ranges but is most popular in muscle-building workouts or as an accessory movement for strength workouts",
244,Lying cable lateral raise,upper_body,2,20,10,7.5,cable_machine,strength,"The lying cable lateral raise is an isolation exercise that targets the medial or middle deltoid muscle of the shoulders. It is most common in muscle-building shoulder or upper-body workouts, usually in higher rep ranges of at least 8-12 reps per set",
245,Rope Face Pull - Gethin Variation,upper_body,2,20,10,7.5,cable_machine,strength,"The standing face pull is an isolation exercise primarily targeting the rear deltoids, traps, and upper back. It is most often performed with a rope attachment",
246,Single-arm Smith machine upright row,upper_body,2,20,10,7.5,machine,strength,"The single-arm Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout",
247,AM Dumbbell Side Raise,upper_body,2,20,10,7.5,,strength,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed",
248,Presses: Bench Press,upper_body,2,20,10,7.5,machine_selectorized,strength,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip. Press bar until arms are extended. Lower weight to upp er chest. Repeat,
249,Chest Dip,upper_body,2,20,10,7.5,,strength,"Lie prone on floor with hands slightly wider than shoulder width. Raise body up off floor by extending arms with body straight. Partner can place weight plate(s) on back if needed. Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat",
250,Single-arm bent-over cable rear delt fly,upper_body,2,20,10,7.5,cable_machine,strength,"The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout",
251,Seated cable shoulder press,upper_body,2,20,10,7.5,cable_machine,strength,"The seated cable shoulder press is a multijoint machine-based exercise that focuses on the deltoid or shoulder muscles, as well as the triceps. It's most common in muscle-building workouts and rep ranges, usually 8-12 reps or more",
252,Standing face pull,upper_body,2,20,10,7.5,cable_machine,strength,"The standing face pull is an isolation exercise primarily targeting the rear deltoids, traps, and upper back. It is most often performed with a rope attachment",
253,Standing cable rear delt row,upper_body,2,20,10,7.5,cable_machine,strength,"The standing cable rear delt row primarily targets the rear deltoids. This movement also hits the traps, rhomboids, and biceps. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout",
254,Standing Low-Pulley Deltoid Raise,upper_body,2,20,10,7.5,cable_machine,strength,"The single-arm cable lateral raise is an isolation exercise targeting the shoulders, specifically the medial deltoid. This movement also hits the traps and upper back, and allows you to focus on each side independently. Because grip is a limitation, it is usually performed for moderate to high reps, like at least 8-12 reps per set, as part of an upper body or shoulders-focused workout",
255,Standing crossed-cable rear delt fly,upper_body,2,20,10,7.5,cable_machine,strength,"The standing crossed-cable rear delt fly is an isolation exercise for the rear deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout",
256,Single-arm lying cable front raise,upper_body,2,20,10,7.5,cable_machine,strength,"The single-arm lying cable front raise is an isolation exercise for the shoulders, performed lying on the back, either on a bench or the ground, and lifting the cable over the torso one arm at a time. This movement is usually performed for moderate to high reps for a burn and pump as part of a shoulder-focused workout",
257,Lying cable front raise,upper_body,2,20,10,7.5,cable_machine,strength,"The lying cable front raise is an isolation exercise for the shoulders, particularly the front deltoids. It is performed lying on the back, either on a bench or the ground, with the cable lifted over the torso. This movement is usually performed for moderate to high reps for a burn and pump as part of a shoulder-focused workout",
258,Cable Rear Delt Fly - Gethin Variation,upper_body,2,20,10,7.5,cable_machine,strength,"The standing crossed-cable rear delt fly is an isolation exercise for the rear deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout",
259,One-Arm Cable Side Raise - Gethin Variation,upper_body,2,20,10,7.5,cable_machine,strength,"The single-arm cable lateral raise is an isolation exercise targeting the shoulders, specifically the medial deltoid. This movement also hits the traps and upper back, and allows you to focus on each side independently. Because grip is a limitation, it is usually performed for moderate to high reps, like at least 8-12 reps per set, as part of an upper body or shoulders-focused workout",
260,AM Front Raise,upper_body,2,20,10,7.5,,strength,"The alternating dumbbell front raise is an isolation movement that targets the shoulders. By using one arm at a time, you can use more weight than when you use both arms at once. Bodybuilders use this exercise to zero in on the front shoulders, but the simple movement also makes it great for people new to lifting weights",
261,UP Dumbbell Lateral Raise,upper_body,2,20,10,7.5,,strength,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed",
262,UP Seated Dumbbell Overhead Press,upper_body,2,20,10,7.5,,strength,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk",
263,Close-grip bench press,upper_body,2,20,10,7.5,barbell,strength,"The close-grip bench press is a popular exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together, which places more of an emphasis on the triceps. The close-grip bench press is often used as an accessory movement for the traditional bench press, or as a triceps builder for arm training. Similar to the bench press, it can be trained in low reps for strength or higher reps for muscle or strength endurance",
264,Barbell Bench Press - Medium Grip,upper_body,2,20,10,7.5,barbell,strength,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",
265,Inchworm,lower_body,1,20,10,6.0,bodyweight,stretching,The inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch position into a straight-arm plank. It is usually performed as part of a dynamic warm-up to help raise core body temperature and “limber up” the body from head to toe,
266,Standing hip extension,lower_body,1,20,10,6.0,bodyweight,strength,The standing hip extension is a movement that activates the glutes and hamstrings. It is often performed either for time or reps as part of a dynamic warm-up,
267,Push-up sprawl tuck jump,lower_body,2,20,10,9.0,bodyweight,strength,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout",
268,FYR Running Lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit",
269,AM Jump Squat,lower_body,2,20,10,9.0,bodyweight,strength,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout",
270,AM Bodyweight Squat,lower_body,2,20,10,9.0,bodyweight,strength,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time",
271,High knees sprawl drill,lower_body,2,20,10,9.0,bodyweight,strength,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout",
272,UP Bulgarian Split Squat,lower_body,2,20,10,9.0,bodyweight,strength,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings",
273,Bootstrapper squat,lower_body,2,20,10,9.0,bodyweight,strength,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form",
274,Total Fitness Broad Jump,lower_body,2,20,10,9.0,bodyweight,strength,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump",
275,Lateral shuffle,lower_body,2,20,10,9.0,bodyweight,strength,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners",
276,Total Fitness Skip,lower_body,2,20,10,9.0,bodyweight,strength,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically",
277,Split Squat: Single Leg Split Squat,lower_body,3,20,10,12.0,bodyweight,strength,Stand facing away from bench. Extend leg back and place top of foot on bench. Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg,
278,Step-up: Step-down,lower_body,2,20,10,9.0,bodyweight,strength,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee. Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position",
279,Banded compass jump squat,lower_body,2,20,10,9.0,bodyweight,strength,"The banded compass jump squat is an explosive squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The landing for each jump is a 90-degree rotation from the starting position. The banded compass jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat",
280,In-out sprawl,lower_body,2,20,10,9.0,bodyweight,strength,"The in-out sprawl is a full-body movement that combines elements of a plank and a sprawl. It demands an explosive full-body jump from a plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout",
281,Knee-tuck kick-up,lower_body,2,20,10,9.0,bodyweight,strength,"The knee-tuck kick-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout",
282,Bear crawl donkey kick,lower_body,2,20,10,9.0,bodyweight,strength,"The bear crawl donkey kick is a more advanced version of the bear crawl exercise that adds a donkey kick. It adds an extra coordination and shoulder challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning",
283,Southpaw sprawl with push-up,lower_body,2,20,10,9.0,bodyweight,strength,"The southpaw sprawl with push-up is a full-body movement that combines elements of a plank and a sprawl, with the addition of a push-up. It also has a rotational component, with a jumping leg-cross and torso twist in a straight-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout",
284,Vertical jump,lower_body,2,20,10,9.0,bodyweight,strength,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump",
285,King Maker Burpee,lower_body,2,20,10,9.0,bodyweight,strength,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout",
286,King Maker Explosive High Jump,lower_body,2,20,10,9.0,bodyweight,strength,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump",
287,Lunge high-knee clap,lower_body,2,20,10,9.0,bodyweight,strength,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout",
288,Sprinter burpee,lower_body,2,20,10,9.0,bodyweight,strength,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout,
289,Shuttle run training,lower_body,2,20,10,9.0,bodyweight,strength,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels",
290,Walking lunge with twist,lower_body,2,20,10,9.0,bodyweight,strength,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout",
291,FYR Air Squat,lower_body,2,20,10,9.0,bodyweight,strength,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time",
292,FYR Jumping Lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout",
293,FYR Sprawl Frog Kick,lower_body,2,20,10,9.0,bodyweight,strength,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout",
294,Jump squat-,lower_body,2,20,10,9.0,bodyweight,strength,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout",
295,Single-leg burpee,lower_body,2,20,10,9.0,bodyweight,strength,"The single-leg burpee is an advanced variation of the burpee exercise that involves performing all parts of the sequence with one leg at a time. It is usually performed alternating legs with each rep, but could be performed one side at a time. Performing one leg at a time increases the challenge to all parts of the body, especially the working leg, core, and shoulders",
296,FYR Gorilla Squat,lower_body,2,20,10,9.0,bodyweight,strength,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout",
297,Single Leg Squat,lower_body,3,20,10,12.0,bodyweight,strength,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground. Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg,
298,Single Leg Squat: Box,lower_body,3,20,10,12.0,bodyweight,strength,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground. Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg,
299,Walking lunge with hip extension,lower_body,2,20,10,9.0,bodyweight,strength,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout",
300,Bouncing lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The bouncing lunge is a bodyweight movement targeting the quads. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout",
301,Side Lunge Touching Heel,lower_body,2,20,10,9.0,bodyweight,strength,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge",
302,Single-leg box squat,lower_body,2,20,10,9.0,bodyweight,strength,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building",
303,Burpee box jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts",
304,High knees,lower_body,2,20,10,10.8,bodyweight,cardio,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up",
305,Jumping Jack,lower_body,2,20,10,10.8,bodyweight,cardio,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders",
306,Running lunge,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit",
307,In-out jump squat,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout",
308,Gorilla squat,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout",
